sentence_id	sentence	label
MIS_1195-curl_04_010	She added: “We have full respect and appreciation for the International Court of Justice, and we will closely consider its decision.	OBJ
MIS_2585-eurl_01_006	According to the Australian Government's Civil Aviation Safety Authority, the majority of deaths occur after the plane stops, and in many cases the reason is the passenger's failure to prepare himself to deal with the accident.	OBJ
MIS_2253-eurl_02_028	You never give up, you give everything for the Venezuelans.	SUBJ
MIS_366-curl_04_029	"He added: “A Christian Jordanian Karak girl hijacked a plane with 140 Jews on it and demanded the release of Jordanian and Palestinian prisoners in 1972. She was 17 years old and was arrested and released in 1983 in an exchange deal. She was the one who shot Netanyahu and wounded him in the shoulder.” """	OBJ
AFP_887-eurl_01_020	The Turkish Major General pointed out that the wanted persons who were announced were hiding out of sight, and thus suspicion became greater against them, especially since their families had been informed of this, stressing that most of the wanted persons are likely present inside the Kingdom.	OBJ
MIS_366-curl_04_002	In 1972, Halsa participated in the hijacking of the Belgian “Sabena” plane to Lod Airport in occupied Palestine.	OBJ
MIS_2050-eurl_01_005	For more - Who was the perpetrator of the attack that targeted a professor by beheading him near Paris?	SUBJ
MIS_1955-eurl_01_021	Why do you consider that the issue of normalization is governed by Sharia law? Isn't it replaced by political ijtihad, which must be viewed from the perspective of right and wrong, rather than what is permissible and forbidden, or right and wrong?	SUBJ
MIS_876-curl_02_004	It seems that Obama is very interested in knowing the American end, as the book describes.	SUBJ
AFP_427-curl_02_015	Others fabricated the image of the country’s Mufti, borrowing the phrase “It was not possible to see the crescent moon” before the announcement of Eid or the beginning of the month of Ramadan, and replaced it with the phrase “It was not possible to dance to Nermin Safar tonight.”	OBJ
MIS_561-curl_01_007	North Korea (ranked 180th globally) remains the worst country for press freedoms, followed by Turkmenistan and Eritrea.	OBJ
AFP_696-eurl_03_003	As for the elderly, jovial taxi driver, he treated the scene as if it were normal.	SUBJ
MIS_2253-eurl_02_002	Maradona is considered one of the best and most famous in the history of football. He was a legend on the field and a man who was followed by cameras wherever he went, and he was always linked to the world of politics.	SUBJ
AFP_907-eurl_03_007	The Ministry of Health and Population continues to raise all its preparations in all governorates of the Republic, closely monitor the situation regarding the new Corona virus, and take the necessary preventive measures against any viruses or infectious diseases.	OBJ
MIS_1046-curl_02_004	This comes as the Turkish regime continues the process of transferring Syrian weapons and mercenaries to the cities of western Libya in support of the Government of National Accord headed by Fayez al-Sarraj, which is pushing towards renewed fighting and escalation of violence in the country despite repeated calls for a ceasefire and entering into a negotiating process to defuse the crisis and develop a road map for a solution. .	OBJ
MIS_1543-eurl_02_039	Businessmen, such as Boris Berezovsky, emerged as major supporters of Lilstein, and they became very influential in public opinion after the elections returned to Russia.	OBJ
AFP_376-eurl_05_008	President Recep Tayyip Erdogan also announced the killing of 33 people, offering his condolences to the families of the victims in a speech he delivered in Kirikkale, in the center of the country.	OBJ
MIS_366-curl_04_028	Ziad Rahahleh wrote: “The freedom fighter Therese Halsa, the heroine of the Lod operation, has passed away!”	OBJ
AFP_973-eurl_03_008	The three parties that accuse Sánchez of submitting to the “blackmail” of Catalan leaders called on their supporters to take to the streets after the anger sparked this week by the government’s agreement to have an independent “rapporteur” attend to facilitate future dialogue between the Catalan political parties.	OBJ
MIS_572-curl_18_009	He also spoke about the role of Hamad bin Jassim in the incident, saying: “There is no doubt that Hamad bin Jassim has ambitions to rule, and if he has any opportunity to seize power, he will do so.” He pointed out that the idea of ​​Hamad bin Jassim being the ruler of the State of Qatar is completely rejected. In detail, he added that he does not enjoy popular acceptance or international consensus.	OBJ
MIS_561-curl_03_004	China ranked 177th, while North Korea ranked last.	OBJ
MIS_1448-eurl_03_027	She remained at the head of the federation until 1986.	OBJ
MIS_702-curl_02_001	The sun is a constant force at the center of our solar system that keeps the planets in orbit, provides Earth with just the right amount of light and warmth, and even rules our daily schedules.	OBJ
MIS_1955-eurl_01_061	The infernal machine of Saudi Arabia, Egypt and the Emirates all moved against the people and caused strife, internal wars, political conflicts and divisions. This is the real concern of the people, and we do not know when it will end, and I think that the signs of its end have begun.	SUBJ
MIS_701-curl_03_001	“A Revolutionary Court in Iran sentenced a husband and wife who are Instagram activists to 16 years in prison, 74 lashes, and a cash fine,” Radio Farda’s website said Thursday.	OBJ
AFP_587-curl_03_002	Social media users circulated pictures and videos showing the extent of the floods, which led to cars being submerged and shops flooded with water.	OBJ
MIS_1669-curl_06_005	Ambassador Soha Gendi: We welcome all proposals from Egyptians abroad and are working to...	OBJ
MIS_973-curl_02_009	A Trump campaign spokesman pointed out the presence of an emoji on Facebook in the form of an inverted red triangle, which appears similar to the same logo.	OBJ
MIS_1027-eurl_01_043	■ Do you believe that Egypt is moving in the right direction to resolve the crisis, or are there measures that must be taken?	SUBJ
MIS_561-curl_02_009	“This is how Reporters Without Borders evaluated press freedom in Arab countries.”	OBJ
AFP_674-curl_03_003	Nearly 16,000 mosques were destroyed or damaged, according to the Strategic Policy Institute, a research center based in Canberra, which based its report on satellite images that documented hundreds of holy sites, and on statistical models.	OBJ
AFP_427-curl_02_021	Nermin had previously attracted attention by announcing her candidacy for the presidential elections and dancing in a swimsuit carrying the Tunisian flag to coincide with Republic Day, which sparked controversy on Tunisian social networking sites every time.	OBJ
MIS_2801-curl_01_012	This may serve as a wake-up call for Canadian politicians and health officials, according to the Bloomberg report, who added that this does not mean that people are doomed to a decade of social distancing, because Canada has contracts to purchase more vaccine doses per capita than any other country. Vaccination rates are expected to rise.”	OBJ
MIS_1280-curl_01_007	The decision sparked criticism abroad, especially from Russia and Greece, and Pope Francis expressed his “deep sadness” over this decision.	OBJ
MIS_183-eurl_03_003	She also confirmed that including Ashraf Shabil’s name in the competency table is her right.	OBJ
MIS_536-eurl_02_023	Rumor is not just entertainment or clowning, but rather, as usual, it is a means of creating strife, distracting people, and causing confusion.	SUBJ
MIS_281-curl_07_002	Local radio reported that the citizen did not adhere to self-quarantine, after being suspected of being infected with the Corona virus.	OBJ
FAT_1414-eurl_03_015	The session was loud as each party loudly praised the words of the speakers from their team.	OBJ
AFP_696-eurl_03_004	At the entrance to the courtyard appeared a white board on which was written in reddish-orange handwriting the word “Read,” and beneath it in smaller letters was “Publishing House.”	OBJ
MIS_19-curl_03_001	“Scientists have made disappointing conclusions after observing recent events on the surface of the Sun, where the Earth could be plunged into darkness for six days due to a massive “solar storm,” according to Sputnik.	OBJ
MIS_117-curl_02_001	In a poignant situation, Twitter users circulated a “video” of a person mocking an Iraqi child who was an orphan, convincing him and making him believe that he was talking to his deceased mother, causing him to cry and demand that she return, as that person recorded the voice of a woman or agreed with her to talk to the child.	SUBJ
FAT_1131-eurl_04_001	Engineer Imad Abdel Qader, President of the Petroleum Pipeline Company, revealed in detail what happened in the outbreak of a fire in the (Shuqayr - Mostorod) crude pipeline on the Cairo-Ismailia Desert Road, saying that at approximately two o’clock this afternoon, the company was informed of the existence of a leak in this line, pointing out that Reporting was via phone.	OBJ
FAT_1074-eurl_03_002	“These anonymous pages, behind which some motorists and those with malicious goals hide, have continued to exploit the “logo” and “name” of “Youm7” to take advantage of its credibility and professionalism in spreading rumors and false news.	SUBJ
MIS_855-eurl_01_034	- How do you describe the ongoing electronic fly attacks on Qatar on social media sites that almost never stop, and what are the messages that the blockading countries want to convey through them?	SUBJ
AFP_29-eurl_02_010	“At present the potential pollution risk relates mainly to the 2,200 tons of heavy oil on board,” the head of the regional shipping department, Jean-Louis Lozier, told reporters in Brest on the French coast of Brittany.	OBJ
MIS_855-eurl_01_010	- Information was circulated recently about the desire of the blockading countries to reach a solution to the Gulf crisis. Has any party contacted Doha in this regard?	SUBJ
MIS_1370-eurl_01_019	Swallowing ammonium nitrate may cause methemoglobinemia, which leads to cyanosis, which results from a lack of oxygen in the blood.	OBJ
MIS_1956-curl_11_009	El-Shenawy conceded 13 goals this season, and he played a major role in all of Al-Ahly’s victories this season.	OBJ
AFP_376-eurl_05_022	The European Union's ambassador to Ankara, Christian Perret, also offered his condolences and sent a message of support to the paramedics in a statement.	OBJ
MIS_239-curl_03_003	The Ministry called on citizens to remain calm and exercise restraint, and to await its procedural and precautionary instructions.	OBJ
MIS_561-curl_01_004	Press freedom was even affected by the Corona virus pandemic crisis, as repression of journalists and the media increased, and countries such as China (ranked 177th globally), Iran (ranked 173rd globally) and Iraq (ranked 162nd globally) imposed widespread censorship on the media, and even in some countries. European countries, such as Hungary, have passed unjust laws that discourage journalistic work, as publishing false information can result in the journalist being imprisoned for five years.	OBJ
FAT_1136-eurl_06_005	The Hajj, which will take place in late July, is one of the basic pillars of Islam, but it constitutes a major potential hotspot for the spread of infection because millions of pilgrims from around the world flock to the crowded religious sites in the holy city of Mecca to perform the rituals.	SUBJ
MIS_202-curl_02_001	Sweden announced its intention to close 4 prisons on its territory due to the decline in the level of crime in the Kingdom, which has made a number of them redundant in the current circumstance.	OBJ
MIS_1049-curl_03_007	The report relied on a study of a sample of 256,700 women in 156 countries to produce a list of the best countries for women.	OBJ
MIS_239-curl_04_030	On Thursday, Egypt recorded the first infection with the Corona virus for a citizen returning from abroad, the third in the country.	OBJ
MIS_561-curl_02_024	Deloire pointed out that the epidemic has accelerated the economic crisis of journalism. “In Liberia, print newspapers have stopped publishing, while in the United States, more than 30,000 people working in the media have lost their jobs since the beginning of the crisis.”	OBJ
MIS_1343-eurl_01_003	The former national voter congratulated all the Algerian people on the occasion of Eid Al-Adha, calling on Algerians to seize this opportunity to pray to God Almighty to remove the calamity and epidemic.	OBJ
MIS_1503-curl_02_001	Arsenal's legendary coach, veteran Arsene Wenger, has expressed his willingness to coach the Netherlands national football team.	OBJ
FAT_1392-eurl_06_002	The circulated clips showed lions and lionesses in a state of extreme emaciated condition, until their bones visibly protruded.	OBJ
AFP_614-eurl_08_009	Hazem Hosni, a professor of political science at Cairo University, was arrested on Tuesday evening in front of his house, according to what his lawyer, Tariq Al-Awadi, said on Facebook.	OBJ
MIS_1195-curl_04_003	The four countries severed their diplomatic relations with Qatar in June 2017, due to the Qatari regime’s support for terrorist and extremist groups, and its continued attempts to destabilize the security and stability of the region.	SUBJ
MIS_1049-curl_03_004	Eight of the top ten best countries for women on the list are in Europe, with Finland ranked sixth, Switzerland seventh, France ninth, and Germany tenth.	OBJ
MIS_366-curl_04_024	She spent 12 years in occupation prisons and was released in 1983 in a prisoner exchange deal.	OBJ
AFP_696-eurl_03_013	Distributing copies of the Qur’an for free in the city of Bonn	OBJ
MIS_1027-eurl_01_026	Proposals to strike the Renaissance Dam are irresponsible and put Egypt in an international dilemma.	SUBJ
AFP_724-eurl_05_004	This comes in conjunction with the return of controversy to Belgium regarding racism against the backdrop of the George Floyd case.	SUBJ
AFP_29-eurl_02_008	The Grand America ship was on its way from Hamburg, Germany, to Casablanca, Morocco, when a fire broke out on board late Sunday.	OBJ
FAT_1131-eurl_04_014	The Traffic Department advised all drivers to stay away from the Ismailia Desert Road until the fire that broke a petroleum pipe was controlled, to assist civil protection personnel in the operations to control the fire, amid the deployment of traffic services to regulate the movement of vehicles.	OBJ
MIS_1679-curl_05_005	Minister Eli Cohen said after the meeting: “Consolidating relations between Israel and Chad serves the common interest of the two countries, at both the security and economic levels.”	OBJ
AFP_456-eurl_06_003	The Ministry stated that the Chiefs of the General Staff of Russia and Turkey periodically hold talks on security issues, including the situation in Syria.	OBJ
MIS_2168-eurl_03_006	Hosni, whose name is Chaqroun Hosni, performed many songs, highlighting his special emotional character that inflamed the feelings of millions of young people, not only in Algeria but also in the Maghreb countries, in France and in the capitals of the Maghreb community.	SUBJ
MIS_1710-eurl_02_017	The extermination campaigns culminated in the deportation of the Jews to concentration camps in the first stage, then the decision to exterminate them, which was known as the Final Solution.	OBJ
AFP_614-eurl_08_022	Security forces, who appeared to be surprised by the demonstrations, responded by firing tear gas and rubber bullets at demonstrators in cities including Suez to disperse the demonstrators.	OBJ
FAT_456-eurl_02_010	I confess that I was a sniper for hours, and then I became a prey to the eyes of that guest who refused to be humiliated. So I had no choice but to release him again in order to show that I had given him advice that he would never forget, which was to beware of people, and perhaps with the beating of his wings he would erase some of the sadness that was stuck in the heart.	SUBJ
AFP_427-curl_02_012	Nermin Safar, this beautiful artist and professional dancer, is followed by hundreds of thousands on Instagram and Facebook, and she appears on Tunisian television channels, achieving high viewership rates, as her videos and posts are very popular on social networking sites.	SUBJ
FAT_489-curl_03_007	Marches and demonstrations are also organized in front of Israeli embassies around the world to demand an end to the occupation of Jerusalem and the rest of the Palestinian territories.	OBJ
MIS_2120-curl_05_031	She wrote that even Iranians with Georgian passports and residency cards remained behind the border.	OBJ
AFP_907-eurl_03_003	China begins conducting anal swabs for coronavirus cases	OBJ
MIS_2414-eurl_01_004	Why this exception? So far, there is no official answer from Saudi Arabia or Morocco regarding the reason behind the Saudi Crown Prince not visiting the Kingdom of Morocco, at a time when his country is going through a crisis generated after the killing of the Saudi journalist, Jamal Khashoggi.	SUBJ
MIS_117-curl_02_003	Watch someone mocking an orphan Iraqi child and making him think that his mother will talk to him on the phone #Jana_Al-Bard pic.	SUBJ
MIS_560-curl_04_007	They talk and make fantasy series while we work miracles day after day.	SUBJ
FAT_657-eurl_02_016	“Am I doing something bad?” he directed a message to the young man who filmed him, “God suffices me, and He is the best disposer of affairs in you for the problems that happened to me because of you.”	SUBJ
FAT_1373-eurl_04_024	The Houthis, who say they are revolting against corruption, control the capital and most major urban areas.	OBJ
MIS_1236-curl_01_003	The Gaza Ministry of Health reported today, Saturday, that 31 new samples had been conducted during the past 24 hours.	OBJ
MIS_1052-eurl_01_009	Briefing on the humanitarian aid facilitation strategy	OBJ
FAT_1405-eurl_01_004	Khaled continued: I learned the news, and I am surprised by the circulation of such rumors. I am fine and I know that the Egyptian people love me and my broad audience in Egypt wants to check on my health. I am fine and tell the Egyptians that I am fine and I hope to visit the Mother of the World soon.	OBJ
AFP_562-eurl_01_005	It is worth noting that Blake was paralyzed as a result of the shooting.	OBJ
MIS_366-curl_04_014	On November 23, 1971, she left the 1948 territories without her family’s knowledge, and fled to the West Bank and then to Lebanon, accompanied by a young woman, a classmate of hers.	OBJ
AFP_84-eurl_08_001	Municipality workers in the Iranian province of Khuzestan on Wednesday fired sewage hoses around the municipality building, in retaliation against the administration for delaying their financial dues.	OBJ
MIS_1749-eurl_02_007	A campaign in Tunisia against the visit of Saudi Crown Prince Bin Salman	OBJ
FAT_1131-eurl_04_011	On the ground, the fire was extinguished, and the Civil Protection Department in Cairo continues cooling operations after the fire broke out due to a broken petroleum pipe, amid the deployment of traffic services to regulate the movement of vehicles.	OBJ
AFP_614-eurl_08_003	The Egyptian Commission for Rights and Freedoms reported that more than a thousand people have been arrested since separate demonstrations took place on Friday, September 20, in Cairo and other Egyptian cities.	OBJ
MIS_2852-curl_04_005	We will be the first country to emerge from Corona.	OBJ
MIS_1869-curl_06_065	Umm Yazan: We have become and the kingdom belongs to God.	OBJ
MIS_2120-curl_04_015	“It is suspected that American and Israeli intelligence services launched a computer virus called “Stuxnet” that disrupted Iran’s nuclear program.	OBJ
AFP_944-eurl_02_001	Football stars have a strong side of passion and loyalty in terms of humanity, which was strongly demonstrated at the start of the 2019/2020 season.	OBJ
MIS_774-curl_02_005	The announcement came after Japanese Prime Minister Shinzo Abe lifted the state of emergency across Japan on Monday.	OBJ
MIS_2024-curl_08_003	Nearly $50 billion worth of French exports to the Arab Gulf countries alone, most notably automobile oils, if the boycott continues for a while	OBJ
MIS_887-curl_03_006	The investigator confirmed that none of the man's children expressed a desire to file lawsuits against him, adding that all the children are happy to know the truth and no one holds a grudge against the 87-year-old father.	OBJ
MIS_505-curl_05_004	“Ott” was keen to pronounce the testimony in the video clip that was widely circulated on social media platforms, and which collected tens of thousands of views within a short time of its announcement.	OBJ
MIS_2414-eurl_01_010	“Although the main goal of the visit by Mohammed bin Salman to some “sisterly countries” as described in the statement issued by the Saudi Royal Court on November 22 is not clear, many say that the main goal behind the visit is related to the Khashoggi case in a way. Live, especially after the wave of controversy that the incident sparked in the world.”	OBJ
FAT_994-eurl_04_004	But American police insist that he was the victim of a murder-suicide.	OBJ
MIS_432-curl_02_005	Scientists at the European Space Center believe that the reason for the emergence of this hole is abnormal weather conditions, including very low temperatures in the stratosphere, which led to a sharp decrease in the ozone level.	OBJ
MIS_702-curl_03_008	On April 10, 1815, the second largest volcanic eruption in 2,000 years occurred on Mount Tambora in Indonesia, killing at least 71,000 people.	OBJ
MIS_563-eurl_02_024	Because Bashar cannot say no to the Russians, he hears what they want to hear, but in the end he implements what Tehran says.	SUBJ
AFP_345-eurl_01_024	More than 22,000 people were prosecuted for violating the state of emergency, according to the latest official tally.	OBJ
MIS_1236-curl_01_006	Interior Ministry spokesman Iyad Al-Bazm said: “The competent agencies played their role in this maneuver according to the scenarios prepared in advance in this regard, and a specialized government committee is evaluating this maneuver and studying all observations.”	OBJ
MIS_366-curl_04_011	She finished her high school studies at Terrasanta National School in Akko, then completed her studies in the field of nursing at the English Hospital in the city of Nazareth.	OBJ
MIS_366-curl_03_007	She left us, and her spirit still hovers over the tragedies of the miserable, fighting to create beauty out of misery.	SUBJ
FAT_1352-curl_03_002	Major General Ihab Lamey, Governor of the South in the Sharkia Security Directorate, received a notification from Major General Atef Shaaban, Assistant Director of Sharkia Security for the 10th of Ramadan Division, stating that a report had been received of a massive fire in a heavy truck with a trailer on the regional ring road in the 10th of Ramadan, Sharkia Governorate.	OBJ
MIS_238-curl_02_003	The report continued: “The sources said that they spoke with one of the doctors supervising Tamim’s treatment secretly, and he revealed a great tragedy about the possibility of the Prince of Terror being infected with the Corona virus. The treating doctor indicated that there is a high possibility that Tamim was infected with the virus, as the symptoms he suffers from are similar to Corona symptoms.	SUBJ
AFP_458-eurl_02_005	The hero of the propaganda segment in the first episode was Salah Gosh, the objective equivalent of Omar Suleiman, the former head of Egyptian intelligence.	OBJ
FAT_1131-eurl_04_009	Engineer Imad Abdel Qader, President of the Petroleum Pipeline Company, said that the fire broke out due to a spark resulting from the crowding of cars on the road. The line’s bluffs were immediately closed before and after the site of the fire, and an attempt began to control the fire using petroleum fire trucks, armed forces fire trucks, and civil protection. .	OBJ
b9e1635a-72aa-467f-86d6-f56ef09f62c3	Gone are the days when they led the world in recession-busting	SUBJ
f99b5143-70d2-494a-a2f5-c68f10d09d0a	The trend is expected to reverse as soon as next month.	OBJ
4076639c-aa56-4202-ae0f-9d9217f8da68	But there is the specious point again.	OBJ
b057c366-698e-419d-a284-9b16d835c64e	He added he wouldn’t be surprised to see a new variant altogether this fall.	OBJ
a5a9645e-7850-41ba-90a2-5def725cd5b8	Not less government, you see; the same amount of government for less money.	SUBJ
11c50742-4455-4653-bf9d-4810968d3ee1	But when one expresses a timid doubt regarding the necessity for such and such a project because of the expense, these boosters argue, “The public demands it,” when, as a matter of fact, they themselves originated the scheme… Further tax-boosting influences emanate from the “per capita” or “model” standards.	SUBJ
f593462a-6e47-43c8-a348-b95196c07f6d	In states with shortages, it's also far more difficult to find teachers for math, science, and special education classes.	OBJ
1520bc61-8bc1-4e99-b4dd-4eeb15e164e7	Yet little of substance has been done for Serbia’s LGBTQ+ people.	OBJ
277c37a4-5bc1-4296-bf50-6ee4780a4e51	It meant that, for the first time in the UK, the right to develop land was a public matter, rather than one conferred by private ownership.	OBJ
23f74706-0556-4eeb-90c1-041da0d8bcd0	Marko Mihailović, the 29-year-old figurehead of Belgrade Pride, led the city’s winning bid.	OBJ
a2140c86-b140-474f-8902-0f5c19b76338	If it consolidates power into the hands of the government, we can expect the situation to be pushed hard.	SUBJ
7d348c76-ca27-416a-a0b8-32975447061c	"""""""I was just drowning."""""""	OBJ
dd5a54ff-aeca-4b1a-9ec5-9abb81e806aa	Its poorhouse is a municipal colony, governed by the idea, says the magazine of the New Jersey League of Municipalities, that as a refuge for the unfortunate it differs from people’s homes “only in its larger facilities and the greater number of its inhabitants.	OBJ
cfc26110-2ffb-4310-bbe2-9ff5cd865429	By limiting the focus of corporate boards to shareholders’ financial interests alone, corporate law intended to confine the sphere of influence of corporations as a means of protecting democracy and other civic institutions from corporate overreach—just as society confers certain legal advantages to non-profit corporations in return for confining their activities to the sphere of charitable causes.	SUBJ
119313dc-9bf0-434b-8b5a-5c1f6510552c	Who so mean that he will not himself be taxed, who so mindful of wealth that he will not favor increasing the popular taxes, in aid of these defective children?	SUBJ
ce81586b-3914-4d6e-811b-084e499f3eb1	But that is both less than many analysts expected and less than required.	OBJ
2fc93ca9-4ae7-458b-ae31-cd886a2346de	Democrats in Congress have tried to ban “alien” and “illegal alien,” replacing them with “foreign national” and “undocumented foreign national.”	OBJ
89cccb37-28bf-439b-9257-e556ecccce17	Leftists claim the perfectly good legal phrase “illegal alien” is somehow sinister and dehumanizing.	SUBJ
8dd8e6d4-9f73-4ced-af27-1a76425eb379	A large number of influential far-right movements have been vocal in their opposition to EuroPride over recent months, which may have led Vučić to cancel the event.	OBJ
8265740d-7224-4d52-ba1d-b95c73f91371	With a big police presence, Pride finally went ahead peacefully in 2014.	OBJ
dc1632c5-46ff-4adb-acc8-6e4b56dc0d11	China’s gdp in 2023 could be more than $2trn below the level forecast in January, reckons Goldman Sachs, another bank.	OBJ
0288ebe9-bd89-49b3-ba60-f1bb745b6f48	The accused Somalis donated to a variety of politicians, including Rep. Ilhan Omar, State Senator Omar Fateh, Shukri Olow, running for state representative, State Rep. Hodan Hassan, a Keith Ellison crony, and others.	OBJ
182d73e2-3a71-43c4-acaf-e9248817766f	But taking refuge in public credit will cause that same infection to attack business, banking, industry, agriculture, the entire body of private enterprise.	SUBJ
bb3f5b4e-e145-42fb-95a1-bb9d1648fea6	“Normally, the majority opinion would speak for itself.”  The decision is “really about policy—our state has values of inclusion and diversity.”  The ruling is based “on policy, which is the definition of judicial activism.	OBJ
246c617d-fafb-44bd-b8e6-caebb2def18f	Way out on the outskirts, the average resident is inconveniently far from any freeway.	OBJ
e3fe036b-b501-40b6-976a-92cad00a7d03	Workers would be granted only one single paid sick day.	OBJ
26596b19-6ae0-4087-ae00-98730d33dacc	To plug budgetary holes, 80 out of 111 cities tracked by Southern Weekly, a mainland newspaper, increased the amount they collected in fines last year.	OBJ
d9b68138-3561-4222-9364-724f49ff792f	That state has sixty-two counties and sixty cities … In addition there are 932 towns, 507 villages, and, at the last count, 9,600 school districts … Just try to render efficient service … amid the diffused identities and inevitable jealousies of, roughly, 11,000 independent administrative officers or boards!	SUBJ
eaebd7db-6f3d-4c70-98d6-34b225389533	First by habit one thinks of those for which we have traditional images: The machine, the boss, the pork barrel, the spoils system, the politician everywhere in his popular character, acquiring merit and power by spending public money; doing things for his people with the money of other people, taking care at the same time to do enough for himself with everybody’s money.	SUBJ
18da0aa0-dc23-4028-9505-0ee169ebcc45	“After EuroPride went to Warsaw in 2010 and Riga in 2015, Belgrade seemed like a natural next step in terms of being political and complicated.”	OBJ
831f054e-4cc3-475d-b58f-c85f75900e8f	"""Or a doctor?"""""""	OBJ
5891befb-11d7-4802-91e6-170dfe2b2d5e	And of course, he is.	OBJ
2178db02-b737-4cd8-b12e-fa55f3ca76d2	A government serious about equality and ‘levelling up’ would be looking to do the opposite of what this Bill does.	SUBJ
1740ae0d-8ea6-4f93-bbd5-a3275b5e8d97	Why are teachers unhappy?	OBJ
cfebca6b-2658-4c9a-9058-d6e198448c21	If you’re looking for a bellwether for the world economy, you could do worse than consider what’s happening at the very highest end of London’s property market.	SUBJ
920fd815-b798-4d8d-8cae-03bd50997ccd	Thoughtful proponents of stakeholder capitalism argue that Friedman missed an important point: corporations do not exist in the state of nature, but exist only because society permits them to do so.	OBJ
5ff28d29-b8f1-4b0e-a2b3-b116eefef72e	This is the strongest case for stakeholder capitalism.	SUBJ
55afdcb9-4f47-40b4-b1ca-7010701712e3	The fiscal swing was more like 4% of gdp in the two years from 2008 to 2010.	OBJ
7fd2526a-27c2-4a91-8302-c1a0bfa420a3	In theory, the problematic behavior parts of the New Mexico ruling could still prevent an illegal alien from being given authorization to practice law, but don’t count on it.	SUBJ
b662740f-a3a5-4bf5-96e5-0012c1e05338	Conservatives reject that.’  Under Boris Johnson, the term has been more clearly used in the positive sense, dropping the reference to levelling down.	OBJ
93a28974-cb99-4232-aca6-386033082974	Why are teachers unhappy?	OBJ
5d8521c0-ea65-425e-94ce-fb73ba1ec702	It is not entirely clear how BA.4.6 has emerged, but it’s possible it could be a recombinant variant.	OBJ
29493d63-8766-46d2-ba47-a7a1fc23927f	Bankers are loath to lend it any more money because investors are reluctant to buy any more of its bonds.	OBJ
df7e8368-c6f6-4c7d-aa46-e73a66352c06	The event, which organisers had envisaged as a celebration of a new, progressive era, turned into a chaotic nightmare.	SUBJ
54523536-da73-486d-8037-5b1465ae9236	Garina, who was there, recalls that Belgrade “looked like a war zone”.	OBJ
da6f1d5b-3d8a-4e23-8d8d-e923fa62570f	Even so, the 'racist scandal' proved to be a rather contrived comparison to the way African heads of state were forced to travel by bus, while a ‘white gentleman’, Joe Biden, could take his own car.	SUBJ
72d5edc9-d726-4b0c-b1d8-a4570f2e2304	But these are Federal expenditures, and they have much less to do with the rise in the cost of all government than you would suppose.	OBJ
95bb5ed6-49b7-4e72-9b57-c9a7746e59cb	Rail workers have no sick days and a very limited amount of paid time off, making the job increasingly unsustainable for any kind of family life.	OBJ
bf13da5e-9008-48e7-81c4-49e293426093	Yulin, a city in Shaanxi province, imposed a fine of 66,000 yuan ($9,500) on a grocer for selling 2.5kg of subpar celery.	OBJ
7ab04b3b-9022-49b7-bece-05fcabb2e9ca	This makes reading the reports indoctrinated policy wonks write difficult to read because when they write about “immigrants” it is unclear if they actually mean lawfully present immigrants or if they are using the word as a euphemism for illegal aliens.	SUBJ
5ce9f566-4d05-45bc-ba60-d43b68f3113a	Suppose they did work, the tide rising to save and redeem them, and that we should be able to perform the terrific gymnastic feat of getting back our equilibrium.	SUBJ
e4e388ca-39ad-4b83-a612-a6f5a6b79678	There’s an Ilhan Omar angle and a Mecca angle.	OBJ
d6899df4-a50b-4344-aead-7a0d9a28a7d2	Why are teachers unhappy?	OBJ
598c98b7-d2af-496e-be46-e27c51b1b541	There is yet everywhere a deficit in the public revenue because the shrinkage in everything taxable was so sudden and violent.	SUBJ
8aa7ff14-7ad3-45db-8a19-639457220e74	The newest booster injection full of mRNA technology (an experimental gene therapy shot) is set to be authorized this week before human trials can be completed.	OBJ
5eec6fa5-d193-4062-936b-8e06a35dbeb2	–Fortune  The Centers for Disease Control and Prevention recently broke it out into its own category when cases topped 1%, Dr. Stuart Ray, vice chair of medicine for data integrity and analytics at Johns Hopkins’ Department of Medicine, told Fortune.	OBJ
44560d31-dfa3-4a2a-bfa7-15477227b1cc	Right now, the most common variant is BA.5, at 85%, BA.4.6, which comprised 10.3% of infections, and BA.2.75, which comprised 1.3%.	OBJ
f5bbd316-8952-4603-8982-ab3154bd598c	Nonetheless I believe it falls short for legal and historical reasons that I lay out in “Woke, Inc”, my book published last year.	SUBJ
1cb0281c-715e-4d9e-8222-797f79a59d80	But the White House and mainstream media will try to avoid that kind of conversation.	SUBJ
53b4439a-d1ac-4441-8f4b-a1299d2a0b7f	"""Nationally, the percentage of teachers quitting soared to a record level in July 2020, but in the past year, the """"quit rate"""" has dropped and not all states or districts have shortages."""	OBJ
27495e51-e72b-4be9-a224-3428f6db7640	On that day the City Council adopted two resolutions: One called upon Congress to reduce the federal government’s expenditures by one-fifth; the other called upon Congress to vote a Government bond issue for as many billions as might be necessary and spend the money “to make possible the American citizen’s inalienable right to earn an honest living for himself and his family.”	OBJ
f9235b9f-1e38-4706-8c1d-83e44dda3d9d	Many journalists are trying to cling to the remnants of their professional standards.	SUBJ
eb89653a-376c-4f5a-b0f3-1853691b17b9	Usually, when politicians use these open, Newspeak-type terms, it is because they are trying to obscure more than they want to say.	SUBJ
